타임스탬프,2017-08-23 오후 2:43:20
간격,0.00048828125
채널 이름,"입력 0"
단위,"V"
0,0.14473874937799999
0.00048828125,0.098721238086999993
0.0009765625,0.018088255594999998
0.00146484375,-0.063636736087000004
0.001953125,-0.12437623942999999
0.00244140625,-0.14295564718499998
0.0029296875,-0.110203912339
0.00341796875,-0.036640926776000005
0.00390625,0.054116628071999996
0.00439453125,0.12618557424599999
0.0048828125,0.14834787025400001
0.00537109375,0.113063162136
0.005859375,0.039437950350999992
0.00634765625,-0.046151167705000003
0.0068359375,-0.113093771296
0.00732421875,-0.14316245786399998
0.0078125,-0.12278092991499999
0.00830078125,-0.057713653837999999
0.0087890625,0.032125759205
0.00927734375,0.112511056931
0.009765625,0.14724243972200002
0.01025390625,0.126263662054
0.0107421875,0.059776163968999992
0.01123046875,-0.026595662349999997
0.01171875,-0.099458907946
0.01220703125,-0.13952466412099998
0.0126953125,-0.13246869859499999
0.01318359375,-0.076049647254
0.013671875,0.010242871135
0.01416015625,0.095839309922999993
0.0146484375,0.14475949145200001
0.01513671875,0.13632417800500002
0.015625,0.078359232089999994
0.01611328125,-0.0062745304399999986
0.0166015625,-0.083661988411999996
0.01708984375,-0.13398714042399998
0.017578125,-0.13982969462099998
0.01806640625,-0.091817893920999996
0.0185546875,-0.011452118147
0.01904296875,0.07718669484799999
0.01953125,0.13820255582400001
0.02001953125,0.14391028654000002
0.0205078125,0.095650801073999994
0.02099609375,0.015598596653999999
0.021484375,-0.068231715538999996
0.02197265625,-0.12633575536199998
0.0224609375,-0.14305508712799997
0.02294921875,-0.108573219286
0.0234375,-0.033088541573000001
0.02392578125,0.056602016585999997
0.0244140625,0.127941329804
0.02490234375,0.14797085255600001
0.025390625,0.11182717854999999
0.02587890625,0.034658122415999998
0.0263671875,-0.049590081562000003
0.02685546875,-0.114629904894
0.02734375,-0.14304227584699999
0.02783203125,-0.121544336268
0.0283203125,-0.053297422258999999
0.02880859375,0.035611037697999996
0.029296875,0.114876873489
0.02978515625,0.14852112757800001
0.0302734375,0.12444385009099999
0.03076171875,0.056550771461999993
0.03125,-0.029863149065999999
0.03173828125,-0.10302959497899999
0.0322265625,-0.14029395104199999
0.03271484375,-0.13142732446799998
0.033203125,-0.073593541668000001
0.03369140625,0.014454732279
0.0341796875,0.098679753938999998
0.03466796875,0.145160301529
0.03515625,0.13577390298300002
0.03564453125,0.074681174320999993
0.0361328125,-0.0090899619549999998
0.03662109375,-0.086619564139999994
0.037109375,-0.13568066975999998
0.03759765625,-0.13794948661899997
0.0380859375,-0.089557617916000004
0.03857421875,-0.0080296759369999984
0.0390625,0.081302166353999991
0.03955078125,0.13862471803600002
0.0400390625,0.14151091662699999
0.04052734375,0.093302676284999997
0.041015625,0.010902347075999999
0.04150390625,-0.069974049755000003
0.0419921875,-0.12782674444599998
0.04248046875,-0.142134505079
0.04296875,-0.105034255425
0.04345703125,-0.029787501501999995
0.0439453125,0.060697356078999995
0.04443359375,0.130041769827
0.044921875,0.14744986046200001
0.04541015625,0.10944489034499999
0.0458984375,0.032139180546999997
0.04638671875,-0.051453207856000001
0.046875,-0.116206912579
0.04736328125,-0.14293856547699998
0.0478515625,-0.11913520537899999
0.04833984375,-0.049386931249000003
0.048828125,0.039462962851999996
0.04931640625,0.11751050682599999
0.0498046875,0.14841009647600001
0.05029296875,0.12220187591599999
0.05078125,0.053739610373999998
0.05126953125,-0.032034356165
0.0517578125,-0.10469750175299999
0.05224609375,-0.14066059770299999
0.052734375,-0.12970024177699999
0.05322265625,-0.069667799133000002
0.0537109375,0.01768256503
0.05419921875,0.101456751611
0.0546875,0.14670985646900001
0.05517578125,0.13354596021100001
0.0556640625,0.072608187042999997
0.05615234375,-0.012133556283999997
0.056640625,-0.089528334988000002
0.05712890625,-0.13540980267599997
0.0576171875,-0.13706428810799998
0.05810546875,-0.088148987067000001
0.05859375,-0.004884201421
0.05908203125,0.083922988409999996
0.0595703125,0.14085693123500001
0.06005859375,0.14184950048200001
0.060546875,0.090704426485999995
0.06103515625,0.007884375309
0.0615234375,-0.073105492867999999
0.06201171875,-0.12873878564099997
0.0625,-0.14176663829599997
0.06298828125,-0.103287650782
0.0634765625,-0.026632266009999999
0.06396484375,0.063643950709000002
0.064453125,0.13184816044800002
0.06494140625,0.14736323179999999
0.0654296875,0.10661176706099999
0.06591796875,0.028788115473999999
0.06640625,-0.054596852188999997
0.06689453125,-0.11906443830299999
0.0673828125,-0.14298248986899997
0.06787109375,-0.11737883975999999
0.068359375,-0.047742816854000003
0.06884765625,0.043579044418999992
0.0693359375,0.11943219897599999
0.06982421875,0.14838569403599999
0.0703125,0.120881703912
0.07080078125,0.049248951352999996
0.0712890625,-0.035840526743999998
0.07177734375,-0.106642986282
0.072265625,-0.14242184380999998
