[ 2-032 잠실역_점검진단.xlsx ]
2009_리스트 : 96
2010_리스트 : 96
2012_리스트 : 96
2013_리스트 : 96


[ 2-034 잠실새내역_점검진단.xlsx ]
2009_리스트 : 45
2010_리스트 : 45
2011_리스트 : 45
2013_리스트 : 45


[ 2-036 종합운동장역_점검진단.xlsx ]
2009_리스트 : 10
2010_리스트 : 133
2011_리스트 : 90
2012_리스트 : 94
2013_리스트 : 19


[ 2-038 삼성역_점검진단.xlsx ]
2009_리스트 : 49
2010_리스트 : 63
2011_리스트 : 30


[ 2-040 선릉_점검진단.xlsx ]
2009_리스트 : 127


[ 2-042 역삼_점검진단.xlsx ]
2009_리스트 : 36
2010_리스트 : 71
2011_리스트 : 71


[ 2-044 강남_점검진단.xlsx ]
2009_리스트 : 105
2010_리스트 : 64
2011_리스트 : 106


[ 2-046 교대_점검진단.xlsx ]
2009_리스트 : 42
2010_리스트 : 42
2011_리스트 : 22
2012_리스트 : 22


[ 2-048 서초_점검진단.xlsx ]
2009_리스트 : 42
2010_리스트 : 21
2011_리스트 : 21
2012_리스트 : 21
2013_리스트 : 21


[ 2-050 방배_점검진단.xlsx ]
2010_리스트 : 12
2011_리스트 : 12
2012_리스트 : 12


[ 2-052 사당역_점검진단.xlsx ]
2009_리스트 : 10
2010_리스트 : 10


[ 2-054 낙성대역_점검진단.xlsx ]
2009_리스트 : 126
2010_리스트 : 87
2012_리스트 : 88


[ 2-056 서울대역_점검진단.xlsx ]
2009_리스트 : 14
2010_리스트 : 13
2012_리스트 : 13
2013_리스트 : 13


[ 2-058 봉천역_점검진단.xlsx ]
2009_리스트 : 48
2010_리스트 : 34
2012_리스트 : 34


[ 2-060 신림역_점검진단.xlsx ]
2009_리스트 : 24
2012_리스트 : 27


[ 2-050 방배_점검진단.xlsx ]
2010_리스트 : 12
2011_리스트 : 12
2012_리스트 : 12


[ 2-052 사당역_점검진단.xlsx ]
2009_리스트 : 10
2010_리스트 : 10


[ 2-054 낙성대역_점검진단.xlsx ]
2009_리스트 : 126
2010_리스트 : 87
2012_리스트 : 88


[ 2-056 서울대역_점검진단.xlsx ]
2009_리스트 : 14
2010_리스트 : 13
2012_리스트 : 13
2013_리스트 : 13


[ 2-058 봉천역_점검진단.xlsx ]
2009_리스트 : 48
2010_리스트 : 34
2012_리스트 : 34


[ 2-060 신림역_점검진단.xlsx ]
2009_리스트 : 24
2012_리스트 : 27


[ 2-062 신대방역_점검진단.xlsx ]


[ 2-069 신도림역_점검진단.xlsx ]
2009_리스트 : 45
2010_리스트 : 65
2011_리스트 : 122
2012_리스트 : 427
2013_리스트 : 432


[ 2-071 문래역_점검진단.xlsx ]
2009_리스트 : 61
2010_리스트 : 51
2011_리스트 : 51
2013_리스트 : 51


[ 2-073 영등포구청역_점검진단.xlsx ]
2009_리스트 : 11
2010_리스트 : 10
2011_리스트 : 10
2012_리스트 : 10
2013_리스트 : 10


[ 2-078 합정역_점검진단.xlsx ]
2009_리스트 : 145
2010_리스트 : 44
2011_리스트 : 44
2012_리스트 : 44
2013_리스트 : 44


[ 2-080 홍대입구역_점검진단.xlsx ]
2009_리스트 : 12
2010_리스트 : 11
2011_리스트 : 12
2012_리스트 : 12


[ 2-078 합정역_점검진단.xlsx ]
2009_리스트 : 145
2010_리스트 : 44
2011_리스트 : 44
2012_리스트 : 44
2013_리스트 : 44


[ 2-078 합정역_점검진단.xlsx ]
2009_리스트 : 145
2010_리스트 : 44
2011_리스트 : 44
2012_리스트 : 44
2013_리스트 : 44


[ 2-080 홍대입구역_점검진단.xlsx ]
2009_리스트 : 12
2010_리스트 : 11
2011_리스트 : 12
2012_리스트 : 12


