18:22:42 : 40 1D 02 01 08 00 12 4B 00 0F AE 8A 5E AF 02 FB 7D A0 09 90 EF FF 00 6E 22 B0 36 35 4D 80 7D
18:22:42 : 40 1D 02 01 08 00 12 4B 00 0F AE 8A 5E AF 02 FC 7D A0 09 D0 D9 FF 00 78 22 C0 60 35 73 06 7D
18:22:42 : 40 1D 02 01 08 00 12 4B 00 0F AE 8A 5E AF 02 FE 7D A0 09 80 D8 FF 00 80 22 E0 A0 34 FF 88 7D
18:22:42 : 40 1D 02 01 08 00 12 4B 00 0F AE 8A 5E AF 02 01 7E A0 09 F0 E6 FF 60 76 22 C0 F6 34 61 E4 7D
18:22:42 : 40 1D 02 01 08 00 12 4B 00 0F AE 8A 5E AF 02 04 7E A0 09 C0 E6 FF 80 55 22 A0 66 35 02 0D 7D
18:22:42 : 40 1D 02 01 08 00 12 4B 00 0F AE 8A 5E AF 02 06 7E A0 09 00 C3 FF 10 7F 22 A0 B6 34 E4 20 7D
18:22:42 : 40 1D 02 01 08 00 12 4B 00 0F AE 8A 5E AF 02 0A 7E A0 09 E0 C2 FF 80 74 22 50 DC 34 E5 5B 7D
18:22:42 : 40 1D 02 01 08 00 12 4B 00 0F AE 8A 5E AF 02 0D 7E A0 09 60 D1 FF A0 A0 22 B0 1C 35 1C D3 7D
18:22:42 : 40 1D 02 01 08 00 12 4B 00 0F AE 8A 5E AF 02 0F 7E A0 09 C0 E8 FF E0 6B 22 90 2A 35 20 45 7D
18:22:42 : 40 1D 02 01 08 00 12 4B 00 0F AE 8A 5E AF 02 10 7E A0 09 A0 EC FF F0 50 22 90 33 35 5B BE 7D
18:22:42 : 40 1D 02 01 08 00 12 4B 00 0F AE 8A 5E AF 02 13 7E A0 09 10 EE FF C0 5C 22 80 F3 34 EF 99 7D
18:22:42 : 40 1D 02 01 08 00 12 4B 00 0F AE 8A 5E AF 02 19 7E A0 09 B0 DA FF 90 54 22 D0 48 35 88 21 7D
18:22:42 : 40 1D 02 01 08 00 12 4B 00 0F AE 8A 5E AF 02 1B 7E A0 09 A0 CE FF C0 71 22 30 FB 34 6A 96 7D
18:22:42 : 40 1D 02 01 08 00 12 4B 00 0F AE 8A 5E AF 02 1E 7E A0 09 60 E7 FF 80 77 22 D0 CD 34 AE 6F 7D
18:22:42 : 40 1D 02 01 08 00 12 4B 00 0F AE 8A 5E AF 02 24 7E A0 09 D0 E3 FF 30 51 22 F0 1A 35 B2 E5 7D
18:22:42 : 40 1D 02 01 08 00 12 4B 00 0F AE 8A 5E AF 02 28 7E A0 09 40 F3 FF E0 57 22 90 3F 35 C8 98 7D
18:22:42 : 40 1D 02 01 08 00 12 4B 00 0F AE 8A 5E AF 02 35 7E A0 09 50 CE FF 50 66 22 00 2E 35 7F 4C 7D
18:22:42 : 40 1D 02 01 08 00 12 4B 00 0F AE 8A 5E AF 02 38 7E A0 09 20 E0 FF 10 61 22 30 05 35 05 69 7D
18:22:42 : 40 1D 02 01 08 00 12 4B 00 0F AE 8A 5E AF 02 39 7E A0 09 E0 D7 FF 40 83 22 30 7A 35 99 31 7D
18:22:43 : 40 1D 02 01 08 00 12 4B 00 0F AE 8A 5E AF 02 3B 7E A0 09 B0 DF FF C0 6C 22 E0 B7 34 64 AE 7D
18:22:43 : 40 1D 02 01 08 00 12 4B 00 0F AE 8A 5E AF 02 5C 7E A0 09 40 DB FF D0 6E 22 90 16 35 5F 2F 7D
